PC 1,PC 2,NWA
0.5397662396357915,-0.5892787437556805,0.0659752341385091
-1.482843890993529,0.44811294924717077,0.0226080929221766
0.7086278564197424,-0.5528804944449114,0.0689766503492237
-0.4397635415303839,-0.059790279489451516,0.0353964422939099
0.051615497036675693,-0.2643100517357399,0.0657967820619582
6.028248358341794,4.814034347468012,0.1534309532639136
-0.1956092145873667,-0.2043421460973473,0.039002682078956
0.9850525667513365,-0.6577856852905922,0.0765562461181539
1.200852972144317,-0.7542243086673056,0.081457079901186
-1.2378005598774757,0.3287817208950213,0.0195247664587575
0.17570795068297745,-0.22877037155487168,0.0769184520854522
-0.5094484480043915,-0.02529494143003359,0.050335059231458
-1.4849410201131776,0.4577649391396144,0.0179926404037435
6.0839406403069765,4.777702623915089,0.1535557852656929
-1.5189210484960898,0.47972982066292885,0.0243029613679139
0.31956176979723994,-0.3649266029094873,0.0725412226504919
1.0942146910047632,-0.6840986636037543,0.0808431755620758
0.8783283755667302,-0.6628855673680216,0.0797740374490259
-1.4151806554046997,0.44872244431377994,0.031381000018675
-0.9136098383485683,0.1549329182401984,0.023381618295589
-0.2528274403898167,-0.14780988673937265,0.0402673283611673
0.8777882710802876,-0.6724069738276988,0.0782568842667958
-1.2870163798383056,0.36300130567483135,0.031568363410325
0.095374234661683,-0.31632902530729934,0.0489925419928533
0.8525505296773896,-0.7440540069399969,0.0710868272495301
-1.1704450385897527,0.3034322928766596,0.0208759097012158
1.4677294822346263,-1.186385822676188,0.0681746083121914
0.6246701964783477,-0.5316496523831254,0.064950787581217
-1.1710968611947883,0.2938279426816946,0.0202373439818199
-1.4575066163571875,0.44478695533901097,0.018028263904244
0.05985222550663971,-0.31479400099775334,0.0464900934565009
-1.636641039448845,0.5536228812403677,0.0225003821626608
-0.04699457961546592,-0.20042205019444306,0.0653584919927126
-1.5668579417179083,0.5037614095842674,0.0219632537796473
-0.748087476532765,0.08294129468710357,0.0284039832652608
0.7588349250435114,-0.55470640688406,0.0814815126645852
3.367075019639962,0.3734665364600709,0.1408228814438017
-0.05123085012700967,-0.261883078069625,0.0438305853233673
0.22389721108313473,-0.44992834865865705,0.0586659179468671
-1.2694375620839364,0.3873769413525717,0.0378534656758912
0.3352007828997289,-0.4084173933220004,0.0690676573135222
0.8656573492545758,-0.5782640925482828,0.0767129299103285
-1.5689423265953824,0.5051394299696679,0.0219466993656989
0.1929653033097498,-0.38106842230653265,0.0492883321867651
-1.415322382409618,0.44875858414306374,0.0313410859294342
-1.4530824270112395,0.43158503403890647,0.0237784715147422
-1.4305052999314551,0.4216870702973432,0.018211934703002
2.8438337391757518,-0.06086549703522403,0.1348170300036737
-1.5126212667526409,0.481799431083202,0.017598219784432
4.033829954905083,1.4864260329109038,0.1467515514108336
-1.3785823888014694,0.41521677084502123,0.0303296621444266
-1.3271515914718033,0.37927168330763655,0.0189997020840398
-0.15253569234426806,-0.2329845691719249,0.0381727219482303
0.6891929245601129,-0.5737411933837465,0.0659241492693636
0.808074727788279,-0.6188580378291709,0.0691436496487435
-1.5322792483283327,0.4813758047279757,0.0184200071949644
2.350893986736266,-0.522824645209414,0.1237516650133315
1.2754732434493798,-1.02254951184659,0.0720681848749329
0.2578969900173942,-0.49658010286942733,0.0555458118960824
1.0203441120896737,-0.6812517518707751,0.0765717107116194
-0.9704224973645476,0.17036111783146538,0.0215857322780155
0.37431639216224877,-0.5063013196028292,0.0628435015556227
2.2840400848327405,-0.7071980250267323,0.1186249707183981
6.145175653649305,4.7374650639957725,0.1536898992279838
4.124004054628099,1.426886507310924,0.1469468361531563
0.38835003401316925,-0.43514009385423674,0.0582570050951883
2.875627138435259,-0.08205583299895076,0.1348582964591967
0.7440777685622373,-0.6106588671154026,0.0655294670806273
-1.611509569958079,0.5334816104832648,0.0216646036407949
-1.2594588232588488,0.33414724946444635,0.0193655566551653
-0.5740225480178789,-0.003902777358451857,0.0465996567929419
1.4207395406154817,-0.791259532705234,0.089405395356528
-1.4091712632398656,0.45495342364485153,0.0328523822012096
-0.9446988320450798,0.26054628352497217,0.0486693792507989
0.29179260968140863,-0.4230338640646495,0.0523971392585005
0.017848001779653882,-0.2868730116120162,0.0465408158969077
-1.3959450482883844,0.3985718075296159,0.0184227075249748
0.025725505638963572,-0.27076385026228733,0.0636364273205613
4.097680401292446,1.4442470855220508,0.1468868361809792
-1.5952147670856882,0.5203694991034356,0.0208495013026625
-1.5037162921580876,0.4584306403630443,0.0205951834954046
-0.6010594785916225,0.014608349448606475,0.0320869300772477
0.46431718590895693,-0.45657839750432155,0.0615167791105988
1.9710798578656612,-0.6726139712781899,0.1132469081069107
0.3213383409528193,-0.49367685218721474,0.0606622082385363
2.4066196872491377,-0.5599497437409742,0.1238134597376247
-1.3266924578611112,0.35821184570559716,0.0184057481446806
-1.1396825723694899,0.3003298271111137,0.0376098725178381
-0.9210186767811985,0.17171609551359915,0.0247897445095507
2.4826486845212576,-0.610117873339248,0.124028081651892
0.3789517525068456,-0.4289755405324766,0.0581086764693182
-0.45970811369421627,-0.06316519343706586,0.0333551578829099
3.4182515945093,0.3393327709734089,0.1409077595267437
1.3947126929225906,-0.7731492842601952,0.0898343708369562
0.41279927889579293,-0.5303255387057597,0.0632873815687302
-1.5468731553710904,0.498784356990699,0.0243367815040052
-1.5783797380947793,0.525267344994442,0.0252767904175561
-1.5843117241378093,0.5155249597254882,0.0218861340348382
-0.9957047724699055,0.2801911319104754,0.0479143173122513
0.5745137768692992,-0.6393625383349365,0.0630510388299176
-1.3650822492218446,0.38347675266228914,0.0183822901565409
-0.5949933198814009,0.10919009884449564,0.0584300577584559
-1.1695959734363413,0.292489265793417,0.0205464506243076
1.5309957264842422,-0.7197048661722478,0.0984059368256713
2.218822395665794,-1.5540471653599526,0.0812694928703953
-1.388499035193438,0.3992015494812173,0.0182099240675175
6.187781411879756,4.709291969210057,0.1537812813250936
1.3867413944061424,-1.0690692835869937,0.074361119763777
1.3946716023450307,-0.773699169568082,0.0895234925493128
-1.0640205753478764,0.24293523145165552,0.0225980139651555
-0.24388128608638035,-0.18990307235082152,0.0358075693525476
3.3927921600933773,0.35629303934747736,0.1408625000026826
0.24883888352275793,-0.2546956681596943,0.0779605860139959
0.08162463713967276,-0.3073131983778781,0.0485306450657872
-1.631481445970413,0.5444035661299486,0.0205904378963204
-1.2869309777169964,0.3456401863316434,0.0294946556161906
1.017701523204752,-0.633164333394716,0.0808746869319188
1.1080187045963281,-0.8834189926533049,0.0741130694491966
-1.23577446579859,0.33890714241256165,0.0329613307441469
-0.7675057794744947,0.09626858475462663,0.0274737932423819
-1.2707828589722532,0.35094083027323386,0.0192201575037292
-1.5455248801599848,0.4902806786888383,0.018326353318772
0.26142069263195206,-0.3780082463025278,0.0546458475023322
3.2381791311905914,0.4588872300068754,0.1405752206002776
1.2639016682118904,-0.9247380863709905,0.0792386553773612
1.2862978151914695,-0.7018861800498272,0.0892827516310752
-1.09081700491504,0.2682115353223826,0.0379910064150794
-1.2255296606888584,0.34423296329050546,0.0350928007346276
0.6669907262229681,-0.55895292723466,0.0659375899357559
-1.0194135713067243,0.22524264356118495,0.0230608923124653
2.708437002612316,-0.4429403757108591,0.1294790831203064
6.020419848375455,4.81912105324215,0.1534131868698167
-0.24207551722061826,-0.1911759925440619,0.0365904210595937
2.832118240894709,-0.05334625121889708,0.1347591345837707
-0.05692631529921037,-0.25806179443297445,0.0439729682853015
1.7841052024652742,-0.7952907621958797,0.1035989842836749
-1.5336654004295736,0.49009252170708345,0.017764418059544
-0.9215537927469899,0.1601061816727196,0.0234976618361625
-0.9659591947327928,0.24260329654895618,0.0453084081566702
-0.5359789697097449,-0.043037572014089566,0.0459314112770209
1.7590199157880546,-1.3198490599657031,0.0742862059264254
0.8652496547610881,-0.5782870555937284,0.0764410949125202
-1.0250491803999742,0.31460279503606886,0.0489195172473276
-1.4542791773900696,0.49634980539516893,0.0344921074469152
-0.18957307222501682,-0.1897548707494217,0.0410319070826208
0.6908489946691556,-0.5405272581605426,0.0694810188087862
1.7703607855376926,-1.2284782374744536,0.0821849365462554
-1.4710625500786263,0.4483337009087427,0.0181363267555512
-1.1986874240944778,0.28578354019131347,0.0193564263976743
2.6555877566991093,-0.40781775006927434,0.1293824418363748
2.61754598416469,-0.3824582373856301,0.1293308328773342
1.0058058369745664,-0.8545086304051609,0.0695513609327954
-1.1816638851010142,0.2745512278461177,0.0193458650789536
-0.06914913256348157,-0.21275373463461691,0.0622275774110034
-0.791647014663543,0.16031507606214687,0.0493260184516276
0.7147073310694325,-0.6530621047770669,0.0708408848234797
0.2953268939968333,-0.4812015641538681,0.0592799937512488
-0.12142739597331922,-0.24552436372968037,0.0547199477719762
-1.0321330628055276,0.22874934170543748,0.0378423055230814
2.6973724003734443,-0.4353558580687557,0.1294956042363755
-0.8688604223847071,0.17770341514709392,0.0452252601871871
-1.4611987666508828,0.4340942760881437,0.0188059318207942
-0.40954179289878123,0.05918235371583318,0.0662738248540622
0.09962608300996523,-0.34128428341533906,0.04631127446603
-0.8712720959664948,0.1489512407474528,0.0416000142812465
0.46790985399745133,-0.45892595190247354,0.0615798298689734
-0.23920026755173165,-0.19305901208913898,0.0361015867955841
-1.4674820746007007,0.44130063072405223,0.0237321934562409
0.004597510873987011,-0.2781792689092778,0.0461809690622855
-1.64886120523968,0.5615244246390693,0.0223385271264572
1.4133680086067257,-0.7185516383528274,0.0941857380130173
-1.4396067829219061,0.4171274887888049,0.0195151745504793
-1.5178076714095718,0.4678062123862173,0.0205048452733309
-1.1774339682446502,0.30812732898865197,0.0208014822656491
-0.914814514165742,0.223465006015012,0.0466159543533681
